Record Id,Partner Name,Phone,Email,Website,GL Account,Partner Owner.id,Partner Owner,Created By.id,Created By,Modified By.id,Modified By,Created Time,Modified Time,Street,City,Zip Code,Country,Description,Tag,Locked,Email Opt Out,Unsubscribed Mode,Unsubscribed Time,Show Admin,Partner Type,State_,Last Activity Time
zcrm_6229020000026203001,University of Houston,,,,,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,2025-06-02 21:12:01,2025-06-02 21:12:01,,,,,,,false,false,,,false,,,
zcrm_6229020000026203011,Capitol Area Council,,,,,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,2025-06-02 21:12:10,2025-06-02 21:12:10,,,,,,,false,false,,,false,,,
zcrm_6229020000026203021,Neuron Garage,,,,,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,2025-06-02 21:12:17,2025-06-02 21:12:17,,,,,,,false,false,,,false,,,
zcrm_6229020000026203031,GirlStart,,,,,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,2025-06-02 21:12:22,2025-06-02 21:12:22,,,,,,,false,false,,,false,,,
zcrm_6229020000026203041,STEAMWorks,,,,,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,2025-06-02 21:12:45,2025-06-02 21:12:45,,,,,,,false,false,,,false,,,
zcrm_6229020000026203051,LASA,,,,,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,2025-06-02 21:12:50,2025-06-02 21:12:50,,,,,,,false,false,,,false,,,
zcrm_6229020000026501011,Michigan State University,,,,,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,2025-06-04 08:30:04,2025-06-04 08:30:04,,,,,,,false,false,,,false,,,
zcrm_6229020000026501045,Summer Discovery,,,,,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,2025-06-04 10:21:22,2025-06-04 10:21:22,,,,,,,false,false,,,false,,,
zcrm_6229020000026501080,SolaTech,,,,,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,2025-06-04 12:30:10,2025-06-04 12:30:10,,,,,,,false,false,,,false,,,
zcrm_6229020000026501110,UCLA Math Circle,,,,,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,2025-06-04 12:39:08,2025-06-04 12:39:08,,,,,,,false,false,,,false,,,
zcrm_6229020000026818175,Mcdonald Observatory,,,,,zcrm_6229020000002061001,Zachary Chan,zcrm_6229020000002061001,Zachary Chan,zcrm_6229020000002061001,Zachary Chan,2025-06-05 17:39:40,2025-06-05 17:39:40,,,,,,,false,false,,,false,,,
zcrm_6229020000027041100,MEL Science,,,,,zcrm_6229020000009645001,Kayla Heyward,zcrm_6229020000009645001,Kayla Heyward,zcrm_6229020000009645001,Kayla Heyward,2025-06-06 14:04:55,2025-06-06 14:04:55,,,,,,,false,false,,,false,,,
zcrm_6229020000027185155,Mad Science,,,,,zcrm_6229020000002061001,Zachary Chan,zcrm_6229020000002061001,Zachary Chan,zcrm_6229020000002061001,Zachary Chan,2025-06-08 16:34:21,2025-06-08 16:34:21,,,,,,,false,false,,,false,,,
zcrm_6229020000027194230,National Museum of Mathematics,,,,,zcrm_6229020000009645001,Kayla Heyward,zcrm_6229020000009645001,Kayla Heyward,zcrm_6229020000009645001,Kayla Heyward,2025-06-09 12:25:49,2025-06-09 12:25:49,,,,,,,false,false,,,false,,,
zcrm_6229020000027597011,McCLennan Community College,,,,,zcrm_6229020000009645001,Kayla Heyward,zcrm_6229020000009645001,Kayla Heyward,zcrm_6229020000009645001,Kayla Heyward,2025-06-11 15:38:52,2025-06-11 15:38:52,,,,,,,false,false,,,false,,,
zcrm_6229020000027732001,Love of Math,,,,,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,2025-06-12 14:09:17,2025-06-12 14:09:17,,,,,,,false,false,,,false,,,
zcrm_6229020000028122120,Witte Museum,,,,,zcrm_6229020000002061001,Zachary Chan,zcrm_6229020000002061001,Zachary Chan,zcrm_6229020000002061001,Zachary Chan,2025-06-18 17:30:36,2025-06-18 17:30:36,,,,,,,false,false,,,false,,,
zcrm_6229020000028142216,Creator Camp,,,,,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,2025-06-19 20:42:31,2025-06-19 20:42:31,,,,,,,false,false,,,false,,,
zcrm_6229020000028142365,Brad Lundstrom,,,,,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,2025-06-19 21:15:24,2025-06-19 21:15:24,,,,,,,false,false,,,false,,,
zcrm_6229020000028142400,Curiosity Box,,,,,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,2025-06-19 21:17:11,2025-06-19 21:17:11,,,,,,,false,false,,,false,,,
