Record Id,District / School Name,District / School Owner.id,District / School Owner,Email,Secondary Email,Created By.id,Created By,Modified By.id,Modified By,Created Time,Modified Time,Last Activity Time,Email Opt Out,Tag,Unsubscribed Mode,Unsubscribed Time,Type,Locked,District.id,District,Show Admin Section,Regional Service Center,School Type,Setting,School Size,School Grades,District Type,District Size,NCES School ID,Street,City,Zip Code,State,School Website,District Website,NCES School Link,NCES District ID,NCES District Link
zcrm_6229020000003241099,BUCKINGHAM BROWNE & NICHOLS SCHOOL,zcrm_6229020000000460001,Ambika Dani,,,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,2024-09-06 15:00:18,2024-09-06 15:00:18,,false,,,,School,false,,,false,,Private,Urban,"Large (900-1,999)",All Grades,,,603905,80 Gerrys Landing Rd,Cambridge,02138,Massachusetts,https://www.bbns.org/,,https://nces.ed.gov/surveys/pss/privateschoolsearch/school_detail.asp?Search=1&County=Middlesex&State=25&ID=00603905,,
zcrm_6229020000003288066,North East Isd,zcrm_6229020000002061001,Zachary Chan,,,zcrm_6229020000002061001,Zachary Chan,zcrm_6229020000018578001,Mohammed Saad,2024-09-10 12:39:14,2025-06-20 17:05:05,2025-06-20 17:05:05,false,,,,District,false,,,false,,,,,,,,,,,,,,,,4832940,
zcrm_6229020000003288076,VINEYARD RANCH EL,zcrm_6229020000002061001,Zachary Chan,,,zcrm_6229020000002061001,Zachary Chan,zcrm_6229020000002061001,Zachary Chan,2024-09-10 12:43:20,2024-09-10 12:43:20,,false,,,,School,false,zcrm_6229020000003288066,North East Isd,false,,Traditional Public,Urban,Medium (600-899),Elementary,Traditional Public,"25,000 or more",483294012,16818 HUEBNER RD,San Antonio,78258,Texas,https://www.neisd.net/vineyardranch,http://www.neisd.net,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&InstName=vineyard+ranch&SchoolType=1&SchoolType=2&SchoolType=3&SchoolType=4&SpecificSchlTypes=all&IncGrade=-1&LoGrade=-1&HiGrade=-1&ID=483294012657,4832940,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=2&details=1&ID2=4832940&DistrictID=4832940
zcrm_6229020000003320102,Sunrise Elementary,zcrm_6229020000000460001,Ambika Dani,,,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,2024-09-10 23:06:18,2024-09-10 23:06:18,,false,,,,School,false,,,false,,Traditional Public,Urban,,,,,,2821 East Seventh St.,Los Angeles,90023,California,https://sunrisees.lausd.org/,,,,
zcrm_6229020000003320262,Mankato Public School District,zcrm_6229020000000460001,Ambika Dani,,,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,2024-09-10 23:35:58,2024-09-10 23:35:58,,false,,,,District,false,,,false,,,,,,,,,,,,,,,,,
zcrm_6229020000003320272,Prarie Winds Middle School,zcrm_6229020000000460001,Ambika Dani,,,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,2024-09-10 23:36:39,2024-09-10 23:36:39,,false,,,,School,false,zcrm_6229020000003320262,Mankato Public School District,false,,Traditional Public,Urban,"Large (900-1,999)",Middle,,,271878002,1200 PRAIRIE WINDS DR,Mankato,56001,Minnesota,,,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=271878002045,,
zcrm_6229020000003371212,Osceola,zcrm_6229020000000460001,Ambika Dani,,,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,2024-09-11 15:26:35,2024-09-11 15:26:35,,false,,,,District,false,,,false,,,,,,,,,,,,,,,,,
zcrm_6229020000003371222,THACKER AVENUE ELEMENTARY FOR INTERNATIONAL STUDIES,zcrm_6229020000000460001,Ambika Dani,,,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,2024-09-11 15:27:04,2024-09-11 15:27:04,,false,,,,School,false,zcrm_6229020000003371212,Osceola,false,,Traditional Public,Urban,Medium (600-899),Elementary,,,120147001,301 N THACKER AVE,Kissimmee,34741,Florida,https://www.osceolaschools.net/taes,,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&Miles=10&Zip=34741&ID=120147001471,,
zcrm_6229020000003440009,Green Bay Area Public School District,zcrm_6229020000000460001,Ambika Dani,,,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,2024-09-12 13:53:45,2024-09-12 13:53:45,,false,,,,District,false,,,false,,,,,,,,,,,,,,,,,
zcrm_6229020000003440019,Aldo Leopold Community School K-8,zcrm_6229020000000460001,Ambika Dani,,,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,2024-09-12 13:54:42,2024-09-12 13:54:42,,false,,,,School,false,zcrm_6229020000003440009,Green Bay Area Public School District,false,,Traditional Public,Urban,Small (300-599),Combined Elementary/Middle,,,550582000,622 Eliza St,Green Bay,54301,Wisconsin,https://aldo.gbaps.org/,,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&DistrictID=5505820&ID=550582000610,,
zcrm_6229020000003440031,Homeschool,zcrm_6229020000000460001,Ambika Dani,,,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,2024-09-12 13:54:58,2024-09-12 13:54:58,,false,,,,School,false,,,false,,,,,,,,,,,,,,,,,
zcrm_6229020000003440107,Madison Metropolitan School District,zcrm_6229020000000460001,Ambika Dani,,,zcrm_6229020000000460001,Ambika Dani,zcrm_6229020000000460001,Ambika Dani,2024-09-12 13:59:24,2024-09-12 13:59:24,,false,,,,District,false,,,false,,,,,,,,,,,,,,,,,
zcrm_6229020000015720030,Northwest ISD,zcrm_6229020000009645001,Kayla Heyward,,,zcrm_6229020000009645001,Kayla Heyward,zcrm_6229020000009645001,Kayla Heyward,2025-03-06 14:02:51,2025-03-06 14:02:51,,false,,,,District,false,,,false,,,,,,,,,,,,,,,,,
zcrm_6229020000015720055,Granger Elementary,zcrm_6229020000009645001,Kayla Heyward,,,zcrm_6229020000009645001,Kayla Heyward,zcrm_6229020000009645001,Kayla Heyward,2025-03-06 14:03:22,2025-03-06 14:03:22,,false,,,,School,false,,,false,,,,,,,,,,,,,,,,,
zcrm_6229020000016845034,Forney ISD,zcrm_6229020000009645001,Kayla Heyward,,,zcrm_6229020000009645001,Kayla Heyward,zcrm_6229020000009645001,Kayla Heyward,2025-03-17 10:54:55,2025-03-17 10:54:55,,false,,,,District,false,,,false,,,,,,,,,,,,,,,,,
zcrm_6229020000016845059,Griffin Elementary,zcrm_6229020000009645001,Kayla Heyward,,,zcrm_6229020000009645001,Kayla Heyward,zcrm_6229020000009645001,Kayla Heyward,2025-03-17 10:55:59,2025-03-17 10:55:59,,false,,,,School,false,,,false,,,,,,,,,,,,,,,,,
zcrm_6229020000016845162,Katy ISD,zcrm_6229020000009645001,Kayla Heyward,,,zcrm_6229020000009645001,Kayla Heyward,zcrm_6229020000009645001,Kayla Heyward,2025-03-17 14:09:11,2025-03-17 14:09:11,,false,,,,District,false,,,false,,,,,,,,,,,,,,,,,
zcrm_6229020000016845187,Roosevelt Alexander Elementary School,zcrm_6229020000009645001,Kayla Heyward,,,zcrm_6229020000009645001,Kayla Heyward,zcrm_6229020000009645001,Kayla Heyward,2025-03-17 14:09:41,2025-03-17 14:09:41,,false,,,,School,false,,,false,,,,,,,,,,,,,,,,,
zcrm_6229020000022375026,Uplift Elevate Prep,zcrm_6229020000009645001,Kayla Heyward,,,zcrm_6229020000009645001,Kayla Heyward,zcrm_6229020000009645001,Kayla Heyward,2025-05-05 10:44:06,2025-05-05 10:44:06,,false,,,,School,false,,,false,,,,,,,,,,,,,,,,,
zcrm_6229020000022375051,Uplift Elevate Prep Charter School,zcrm_6229020000009645001,Kayla Heyward,,,zcrm_6229020000009645001,Kayla Heyward,zcrm_6229020000009645001,Kayla Heyward,2025-05-05 10:44:31,2025-05-05 10:44:31,,false,,,,School,false,,,false,,,,,,,,,,,,,,,,,
zcrm_6229020000024384026,IDEA Public Schools,zcrm_6229020000009645001,Kayla Heyward,,,zcrm_6229020000009645001,Kayla Heyward,zcrm_6229020000018578001,Mohammed Saad,2025-05-16 12:12:52,2025-06-20 17:03:37,2025-06-20 17:03:37,false,,,,District,false,,,false,,,,,,,,,,,,,,,,,
zcrm_6229020000024384036,IDEA Academy Edinburg,zcrm_6229020000009645001,Kayla Heyward,,,zcrm_6229020000009645001,Kayla Heyward,zcrm_6229020000009645001,Kayla Heyward,2025-05-16 12:13:13,2025-05-16 12:13:13,,false,,,,School,false,,,false,,,,,,,,,,,,,,,,,
zcrm_6229020000024795139,Summit Elementary,zcrm_6229020000002061001,Zachary Chan,,,zcrm_6229020000002061001,Zachary Chan,zcrm_6229020000002061001,Zachary Chan,2025-05-21 14:06:56,2025-05-21 14:23:27,2025-05-21 14:23:27,false,,,,School,false,zcrm_6229020000024795149,Austin ISD,false,13,Traditional Public,Urban,Medium (600-899),Elementary,Traditional Public,"25,000 or more",480894000,12207 BRIGADOON LN,AUSTIN,78727,Texas,https://nces.ed.gov/transfer.asp?location=www.austinisd.org/schools/summitt,http://www.austinisd.org,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&InstName=summit&DistrictName=austin&SchoolType=1&SchoolType=2&SchoolType=3&SchoolType=4&SpecificSchlTypes=all&IncGrade=-1&LoGrade=-1&HiGrade=-1&ID=480894000358,4808940,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&details=1&InstName=austin+ISD&DistrictType=1&DistrictType=2&DistrictType=3&DistrictType=4&DistrictType=5&DistrictType=6&DistrictType=7&DistrictType=8&DistrictType=9&NumOfStudentsRange=more&NumOfSchoolsRange=more&ID2=4808940
zcrm_6229020000024795149,Austin ISD,zcrm_6229020000002061001,Zachary Chan,,,zcrm_6229020000002061001,Zachary Chan,zcrm_6229020000002061001,Zachary Chan,2025-05-21 14:20:17,2025-05-21 14:25:58,2025-05-21 14:25:58,false,,,,District,false,,,false,13,,,,,Traditional Public,"25,000 or more",,4000 SIH35 Frontage Rd,Austin,78704,Texas,,austinisd.org,,4808940,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&details=1&InstName=austin&DistrictType=1&DistrictType=2&DistrictType=3&DistrictType=4&DistrictType=5&DistrictType=6&DistrictType=7&DistrictType=8&DistrictType=9&NumOfStudentsRange=more&NumOfSchoolsRange=more&ID2=4808940
zcrm_6229020000024799061,Roanoke Elementary School,zcrm_6229020000009645001,Kayla Heyward,,,zcrm_6229020000009645001,Kayla Heyward,zcrm_6229020000009645001,Kayla Heyward,2025-05-21 14:48:06,2025-05-21 14:48:06,,false,,,,School,false,,,false,,,,,,,,,,,,,,,,,
zcrm_6229020000024799255,Prairie View Elementary School,zcrm_6229020000009645001,Kayla Heyward,,,zcrm_6229020000009645001,Kayla Heyward,zcrm_6229020000009645001,Kayla Heyward,2025-05-22 14:52:19,2025-05-22 14:52:19,,false,,,,School,false,,,false,,,,,,,,,,,,,,,,,
zcrm_6229020000025419041,Lovejoy,zcrm_6229020000009645001,Kayla Heyward,,,zcrm_6229020000009645001,Kayla Heyward,zcrm_6229020000009645001,Kayla Heyward,2025-05-28 08:46:44,2025-05-28 08:46:44,,false,,,,District,false,,,false,,,,,,,,,,,,,,,,,
zcrm_6229020000025419066,Lovejoy ISD,zcrm_6229020000009645001,Kayla Heyward,,,zcrm_6229020000009645001,Kayla Heyward,zcrm_6229020000009645001,Kayla Heyward,2025-05-28 08:47:52,2025-05-28 08:47:52,,false,,,,District,false,,,false,,,,,,,,,,,,,,,,,
zcrm_6229020000025419084,Hart Elementary,zcrm_6229020000009645001,Kayla Heyward,,,zcrm_6229020000009645001,Kayla Heyward,zcrm_6229020000009645001,Kayla Heyward,2025-05-28 09:17:23,2025-05-28 09:17:23,,false,,,,School,false,,,false,,,,,,,,,,,,,,,,,
zcrm_6229020000025441306,INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS),zcrm_6229020000002061001,Zachary Chan,,,zcrm_6229020000002061001,Zachary Chan,zcrm_6229020000002061001,Zachary Chan,2025-05-28 11:34:45,2025-05-28 11:34:45,,false,,,,District,false,,,false,,,Urban,,,Public Charter,"10,000 to 24,999",,,,,,,https://nces.ed.gov/transfer.asp?location=www.iltexas.org/,,4801440,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&details=1&InstName=international+leadership+texas&DistrictType=1&DistrictType=2&DistrictType=3&DistrictType=4&DistrictType=5&DistrictType=6&DistrictType=7&DistrictType=8&DistrictType=9&NumOfStudentsRange=more&NumOfSchoolsRange=more&ID2=4801440
